position, player, projection, salary
WR,"Jeffery, Alshon",13.1,7600
WR,"Randle, Rueben",12.9,5300
WR,"Decker, Eric",12.8,6400
WR,"Smith, Torrey",12.3,5000
WR,"Bryant, Dez",11.9,8900
WR,"Floyd, Malcom",11.4,4700
WR,"Jones, James",11.3,5300
WR,"Jones, Julio",11.2,9100
WR,"Watkins, Sammy",11,6400
WR,"Wallace, Mike",11,6500
WR,"Jackson, Vincent",10.7,6800
WR,"Bowe, Dwayne",10.6,6200
WR,"Cotchery, Jerricho",10.5,4900
WR,"Hartline, Brian",10.4,4700
WR,"Hurns, Allen",9.3,5700
WR,"Marshall, Brandon",8.9,8500
WR,"Boldin, Anquan",8.7,6100
WR,"Jennings, Greg",8.7,5400
WR,"Roberts, Andre",8.5,4800
WR,"Johnson, Andre",8.1,6700
WR,"Maclin, Jeremy",7.7,8000
WR,"Johnson, Steve",7.7,5800
WR,"Colston, Marques",7.5,5500
WR,"Stills, Kenny",7.2,4600
WR,"Wheaton, Markus",7,5100
WR,"Salas, Greg",7,4500
WR,"Crabtree, Michael",6.8,7000
WR,"Cooper, Riley",6.4,5100
WR,"Robinson, Allen",6.3,5100
WR,"Wright, Kendall",6,5700
WR,"Avery, Donnie",5.6,4900
WR,"Cooks, Brandin",5.6,6200
WR,"Patterson, Cordarrelle",4.8,6600
WR,"Matthews, Jordan",4.8,6600
WR,"Brown, Marlon",4.6,4500
WR,"Brown, Philly",4.5,4500
WR,"Parker, Preston",4.4,4500
WR,"Edelman, Julian",4.3,7200
WR,"Butler, Brice",4,4500
WR,"Shepard, Russell",4,4500
WR,"Morgan, Josh",3.9,4500
WR,"Landry, Jarvis",3.8,4500
WR,"Lloyd, Brandon",3.8,4500
WR,"Garcon, Pierre",3.8,7300
WR,"Brown, Vincent",3.7,4500
WR,"Matthews, Rishard",3.7,4500
WR,"Gibson, Brandon",3.6,4500
WR,"Shorts, Cecil",3.5,6200
WR,"Avant, Jason",3.4,5000
WR,"Woods, Robert",3.2,4800
WR,"Adams, Davante",2.8,4500
WR,"Aiken, Kamar",2.7,4500
WR,"Harris, Dwayne",2.7,4500
WR,"Broyles, Ryan",2.6,4500
WR,"Washington, Nate",2.5,4900
WR,"Moncrief, Donte",2.4,5200
WR,"Beasley, Cole",2.4,4500
WR,"Johnson, Damaris",2.3,5300
WR,"Nicks, Hakeem",2.2,5800
WR,"Johnson, Calvin",2.2,9300
WR,"Patton, Solomon",1.9,4500
WR,"Brown, Mike",1.7,4500
WR,"Bersin, Brenton",1.7,4500
WR,"Moore, Lance",1.7,4800
WR,"Hunter, Justin",1.7,5300
WR,"Smith, Brad",1.6,4500
WR,"Ellington, Bruce",1.5,4500
WR,"Jackson, DeSean",1.4,7100
WR,"Nelson, David",1.2,4500
WR,"Brown, Justin",1,4500
WR,"Kerley, Jeremy",0.8,4900
WR,"Jenkins, A.J.",0.5,4500
TE,"Donnell, Larry",26.9,4900
TE,"Miller, Heath",19.5,4900
TE,"Kelce, Travis",19.3,5200
TE,"Bennett, Martellus",17.9,6000
TE,"Walker, Delanie",16.9,5700
TE,"Graham, Jimmy",16.6,8200
TE,"Allen, Dwayne",11.3,5300
TE,"Ebron, Eric",10.9,5100
TE,"Harbor, Clay",10.9,4500
TE,"Gronkowski, Rob",10.1,7600
TE,"Fleener, Coby",9.6,5500
TE,"Witten, Jason",8.6,5900
TE,"Sims, Dion",8.3,4500
TE,"Amaro, Jace",8.3,4500
TE,"Fells, Daniel",7.8,4800
TE,"Hill, Josh",7.7,4800
TE,"Paul, Niles",7.5,5100
TE,"Leonhardt, Brian",6.8,4500
TE,"Daniels, Owen",6.3,5100
TE,"Rodgers, Richard",6.2,4500
TE,"Seferian-Jenkins, Austin",5.9,4800
TE,"Gates, Antonio",4.5,5800
TE,"Ellison, Rhett",4.4,4500
TE,"Ertz, Zach",4.3,5600
TE,"Graham, Garrett",4.3,4900
TE,"Clay, Charles",4.2,5000
TE,"Olsen, Greg",4,6100
TE,"Pettigrew, Brandon",2.9,4600
TE,"Chandler, Scott",2.5,5300
TE,"Ausberry, David",2.4,4500
TE,"Paulsen, Logan",2.3,4500
TE,"Rivera, Mychal",2,4700
TE,"Robinson, Adrien",2,4500
TE,"Davis, Vernon",1.8,6200
TE,"Toilolo, Levine",1.7,4500
TE,"Carrier, Derek",1.5,4600
TE,"Doyle, Jack",1.2,4500
TE,"Watson, Ben",1.2,4500
TE,"Escobar, Gavin",1.1,4500
K,"Walsh, Blair",18,5200
K,"Dawson, Phil",17,5000
K,"Bullock, Randy",16,5000
K,"Novak, Nick",15,5200
K,"Vinatieri, Adam",11,5300
K,"Santos, Cairo",11,4700
K,"Murray, Patrick",11,4500
K,"Bailey, Dan",10,5500
K,"Crosby, Mason",10,5000
K,"Brown, Josh",9,5000
K,"Sturgis, Caleb",9,5100
K,"Tucker, Justin",8,5300
K,"Suisham, Shaun",6,4900
K,"Succop, Ryan",5,4800
K,"Folk, Nick",5,4900
K,"Graham, Shayne",5,4500
K,"Gould, Robbie",5,4600
K,"Carpenter, Dan",5,5100
K,"Bryant, Matt",4,5200
K,"Gano, Graham",4,5300
K,"Parkey, Cody",3,5200
K,"Forbath, Kai",2,5000
K,"Gostkowski, Stephen",2,5400
K,"Scobee, Josh",2,4700
K,"Janikowski, Sebastian",2,4900
DEF,Philadelphia Defense,20,5100
DEF,San Francisco Defense,19,5500
DEF,Miami Defense,17,5200
DEF,Kansas City Defense,16,5100
DEF,New York G Defense,15,4900
DEF,Houston Defense,13,5000
DEF,San Diego Defense,10,5300
DEF,Indianapolis Defense,10,5400
DEF,Buffalo Defense,9,5100
DEF,Dallas Defense,9,4700
DEF,Baltimore Defense,8,5000
DEF,Tampa Bay Defense,7,4500
DEF,Detroit Defense,7,4700
DEF,Green Bay Defense,6,4600
DEF,Oakland Defense,5,4600
DEF,New York J Defense,4,4600
DEF,Minnesota Defense,4,5000
DEF,Pittsburgh Defense,3,4900
DEF,Jacksonville Defense,1,4500
DEF,New England Defense,1,5300
DEF,Chicago Defense,-1,4900
DEF,Washington Defense,-1,4500
DEF,Tennessee Defense,-2,4800
DEF,New Orleans Defense,-3,4700
DEF,Carolina Defense,-4,5600
DEF,Atlanta Defense,-4,4700
