position, player, projection, salary
WR,Johnson Damaris,7.7,5300
WR,Avant Jason,7.2,5000
WR,Austin Tavon,7.1,5200
WR,Matthews Jordan,7,6000
WR,Morgan Josh,6.8,4500
WR,Brown John,6.3,5900
WR,Roberts Andre,6,4800
WR,Sanzenbacher Dane,6,4500
WR,Wright Jarius,5.8,4500
WR,White Roddy,5.5,7200
WR,Wayne Reggie,5.5,7000
WR,Britt Kenny,5.4,5500
WR,Sanders Emmanuel,5.3,8000
WR,Wheaton Markus,5.3,5100
WR,Jennings Greg,4.8,5300
WR,Allen Keenan,4.2,6700
WR,Baldwin Doug,4.2,4500
WR,Herron Robert,4.1,5100
WR,Benjamin Travis,3.9,6000
WR,Austin Miles,3.9,5200
WR,Beckham Jr. Odell,3.8,6000
WR,Watkins Sammy,3.7,6500
WR,Lee Marqise,3.6,5300
WR,Washington Nate,3.3,5100
WR,Salas Greg,3.2,4500
WR,Johnson Charles,3.2,4500
WR,Pettis Austin,3,5000
WR,Gabriel Taylor,2.9,5200
WR,Wright James,2.9,4500
WR,Hurns Allen,2.8,5200
WR,Nicks Hakeem,2.8,5400
TE,Thomas Julius,19.1,8200
TE,Amaro Jace,17.8,4700
TE,Cameron Jordan,17.7,5800
TE,Harbor Clay,16.6,4900
TE,Olsen Greg,15.2,6600
TE,Chandler Scott,13.5,5000
TE,Reed Jordan,13.2,5100
TE,Gronkowski Rob,12.9,7600
TE,Ertz Zach,12.2,5200
TE,Gates Antonio,10.2,6200
TE,Gresham Jermaine,9.8,4500
TE,Witten Jason,9.4,5900
TE,Cook Jared,9.4,5200
TE,Bennett Martellus,9.2,5900
TE,Casey James,9.1,4500
TE,Kendricks Lance,8.7,4900
TE,Fleener Coby,8.1,5300
TE,Quarless Andrew,8.1,4900
TE,Green Ladarius,8,5000
TE,Seferian-Jenkins Austin,7.8,4800
TE,Walker Delanie,7.2,6000
TE,Escobar Gavin,6.7,4500
TE,Wright Tim,6.6,5200
TE,Celek Brent,6.5,4500
TE,Allen Dwayne,6.4,5900
TE,Ford Chase,5.7,4500
TE,Clay Charles,5,4900
TE,Toilolo Levine,4.9,4500
TE,Davis Vernon,4.5,5800
TE,Daniels Owen,4.4,5300
TE,Myers Brandon,3.9,4700
TE,Dray Jim,3.6,5100
TE,Carlson John,3.4,4800
TE,Robinson Adrien,3.4,4500
TE,Ebron Eric,3.3,5000
TE,Fells Daniel,3,5000
TE,Miller Heath,2.9,5000
K,Gostkowski Stephen,17,5400
K,Bailey Dan,15,5500
K,Nugent Mike,15,5100
K,Gano Graham,14,5300
K,Tucker Justin,14,5300
K,Catanzaro Chandler,13,5200
K,Hauschka Steven,12,5200
K,Bryant Matt,11,5200
K,Succop Ryan,11,4800
K,Parkey Cody,10,5300
K,Crosby Mason,10,5000
K,Forbath Kai,9,5000
K,Dawson Phil,9,5300
K,Vinatieri Adam,9,5400
K,Cundiff Billy,8,4800
K,McManus Brandon,7,5000
K,Novak Nick,7,5200
K,Gould Robbie,7,4600
K,Sturgis Caleb,7,5100
K,Murray Patrick,6,4500
K,Folk Nick,5,4500
K,Zuerlein Greg,5,5000
K,Walsh Blair,4,5100
K,Suisham Shaun,4,4800
K,Bullock Randy,4,4900
K,Janikowski Sebastian,4,4900
K,Carpenter Dan,2,5200
K,Scobee Josh,2,4900
K,Brown Josh,0,5200
DEF,Detroit Defense,21,5000
DEF,Philadelphia Defense,20,5300
DEF,Arizona Defense,17,5300
DEF,Denver Defense,15,5000
DEF,San Francisco Defense,14,5300
DEF,Tennessee Defense,13,5100
DEF,Houston Defense,12,4900
DEF,New England Defense,11,5400
DEF,Chicago Defense,10,4800
DEF,Indianapolis Defense,9,5500
DEF,Cleveland Defense,8,4800
DEF,Baltimore Defense,8,5000
DEF,Green Bay Defense,7,4800
DEF,Seattle Defense,6,5400
DEF,Dallas Defense,5,4600
DEF,Atlanta Defense,5,4700
DEF,Miami Defense,5,5100
DEF,Minnesota Defense,5,4800
DEF,New York G Defense,5,4800
DEF,Jacksonville Defense,4,4500
DEF,New York J Defense,2,4500
DEF,St. Louis Defense,2,4700
DEF,Pittsburgh Defense,2,5000
DEF,Carolina Defense,1,5700
DEF,Washington Defense,1,4500
DEF,San Diego Defense,1,5600
DEF,Oakland Defense,0,4500
DEF,Tampa Bay Defense,0,4600
DEF,Buffalo Defense,-2,5200
DEF,Cincinnati Defense,-2,5500
